AP890102-0139 4:0.4489247311827957 15:0.19086021505376344 1:0.11200716845878136 7:0.10125448028673835 0:0.06182795698924731 3:0.02956989247311828 11:0.01881720430107527 5:0.015232974910394265 6:0.004480286738351254 8:0.004480286738351254 10:0.004480286738351254 12:8.960573476702509E-4 13:8.960573476702509E-4 14:8.960573476702509E-4 16:8.960573476702509E-4 17:8.960573476702509E-4 18:8.960573476702509E-4 19:8.960573476702509E-4 2:8.960573476702509E-4 9:8.960573476702509E-4
AP890710-0010 4:0.5533033033033034 1:0.246996996996997 19:0.08783783783783784 15:0.048798798798798795 3:0.027777777777777776 5:0.012762762762762763 9:0.00975975975975976 12:0.0037537537537537537 11:7.507507507507507E-4 13:7.507507507507507E-4 14:7.507507507507507E-4 16:7.507507507507507E-4 17:7.507507507507507E-4 18:7.507507507507507E-4 0:7.507507507507507E-4 2:7.507507507507507E-4 6:7.507507507507507E-4 7:7.507507507507507E-4 8:7.507507507507507E-4 10:7.507507507507507E-4
AP890710-0238 14:0.27307692307692305 1:0.21153846153846154 4:0.14487179487179488 9:0.09871794871794871 15:0.057692307692307696 2:0.057692307692307696 0:0.052564102564102565 3:0.026923076923076925 12:0.016666666666666666 5:0.016666666666666666 11:0.011538461538461539 17:0.011538461538461539 18:0.011538461538461539 13:0.001282051282051282 16:0.001282051282051282 19:0.001282051282051282 6:0.001282051282051282 7:0.001282051282051282 8:0.001282051282051282 10:0.001282051282051282
AP890711-0076 3:0.5330645161290323 1:0.1717741935483871 10:0.09435483870967742 15:0.09112903225806451 2:0.03951612903225806 19:0.020161290322580645 7:0.013709677419354839 5:0.010483870967741936 4:0.007258064516129033 14:0.004032258064516129 6:0.004032258064516129 8:0.004032258064516129 11:8.064516129032258E-4 12:8.064516129032258E-4 13:8.064516129032258E-4 16:8.064516129032258E-4 17:8.064516129032258E-4 18:8.064516129032258E-4 0:8.064516129032258E-4 9:8.064516129032258E-4
AP890712-0227 2:0.3275623268698061 15:0.1724376731301939 9:0.16966759002770082 1:0.15858725761772854 3:0.05609418282548476 16:0.03393351800554017 6:0.031163434903047092 4:0.014542936288088643 0:0.009002770083102494 19:0.006232686980609419 7:0.006232686980609419 8:0.006232686980609419 17:0.0034626038781163434 11:6.925207756232687E-4 12:6.925207756232687E-4 13:6.925207756232687E-4 14:6.925207756232687E-4 18:6.925207756232687E-4 5:6.925207756232687E-4 10:6.925207756232687E-4
AP890712-0240 5:0.6427304964539007 15:0.07890070921985816 1:0.07890070921985816 18:0.03634751773049645 0:0.03634751773049645 16:0.03280141843971631 10:0.025709219858156027 14:0.022163120567375887 4:0.015070921985815602 8:0.01152482269503546 17:0.007978723404255319 11:0.004432624113475178 12:8.865248226950354E-4 13:8.865248226950354E-4 19:8.865248226950354E-4 2:8.865248226950354E-4 3:8.865248226950354E-4 6:8.865248226950354E-4 7:8.865248226950354E-4 9:8.865248226950354E-4
AP890713-0052 10:0.2611111111111111 3:0.23148148148148148 15:0.20925925925925926 0:0.07592592592592592 9:0.06111111111111111 1:0.053703703703703705 16:0.024074074074074074 19:0.024074074074074074 14:0.016666666666666666 6:0.016666666666666666 12:0.009259259259259259 11:0.001851851851851852 13:0.001851851851851852 17:0.001851851851851852 18:0.001851851851851852 2:0.001851851851851852 4:0.001851851851851852 5:0.001851851851851852 7:0.001851851851851852 8:0.001851851851851852
AP890713-0142 10:0.33755760368663595 15:0.2868663594470046 9:0.13018433179723501 19:0.0748847926267281 7:0.05184331797235023 1:0.04723502304147465 16:0.024193548387096774 11:0.014976958525345621 12:0.010368663594470046 17:0.010368663594470046 13:0.001152073732718894 14:0.001152073732718894 18:0.001152073732718894 0:0.001152073732718894 2:0.001152073732718894 3:0.001152073732718894 4:0.001152073732718894 5:0.001152073732718894 6:0.001152073732718894 8:0.001152073732718894
AP890713-0188 19:0.29081632653061223 15:0.14795918367346939 0:0.12755102040816327 1:0.08673469387755102 3:0.0663265306122449 6:0.0663265306122449 9:0.0663265306122449 16:0.04591836734693878 12:0.025510204081632654 18:0.025510204081632654 11:0.00510204081632653 13:0.00510204081632653 14:0.00510204081632653 17:0.00510204081632653 2:0.00510204081632653 4:0.00510204081632653 5:0.00510204081632653 7:0.00510204081632653 8:0.00510204081632653 10:0.00510204081632653
AP890713-0250 14:0.45058139534883723 5:0.13662790697674418 11:0.10174418604651163 1:0.09011627906976744 15:0.07848837209302326 18:0.05135658914728682 16:0.03197674418604651 12:0.020348837209302327 17:0.016472868217054265 2:0.00872093023255814 6:0.0048449612403100775 13:9.689922480620155E-4 19:9.689922480620155E-4 0:9.689922480620155E-4 3:9.689922480620155E-4 4:9.689922480620155E-4 7:9.689922480620155E-4 8:9.689922480620155E-4 9:9.689922480620155E-4 10:9.689922480620155E-4
AP890713-0286 10:0.27366863905325445 1:0.16715976331360946 5:0.1257396449704142 13:0.09615384615384616 4:0.07840236686390532 6:0.05473372781065089 15:0.04881656804733728 11:0.03106508875739645 14:0.03106508875739645 17:0.03106508875739645 8:0.019230769230769232 12:0.013313609467455622 3:0.013313609467455622 18:0.0073964497041420114 16:0.0014792899408284023 19:0.0014792899408284023 0:0.0014792899408284023 2:0.0014792899408284023 7:0.0014792899408284023 9:0.0014792899408284023
AP890714-0241 18:0.2580385852090032 7:0.2580385852090032 11:0.1422829581993569 1:0.1197749196141479 15:0.06832797427652733 5:0.0522508038585209 14:0.02009646302250804 17:0.02009646302250804 9:0.02009646302250804 12:0.013665594855305467 4:0.013665594855305467 8:0.007234726688102894 13:8.038585209003215E-4 16:8.038585209003215E-4 19:8.038585209003215E-4 0:8.038585209003215E-4 2:8.038585209003215E-4 3:8.038585209003215E-4 6:8.038585209003215E-4 10:8.038585209003215E-4
AP890715-0015 5:0.45792079207920794 8:0.3589108910891089 15:0.09158415841584158 6:0.04207920792079208 17:0.012376237623762377 11:0.0024752475247524753 12:0.0024752475247524753 13:0.0024752475247524753 14:0.0024752475247524753 16:0.0024752475247524753 18:0.0024752475247524753 19:0.0024752475247524753 0:0.0024752475247524753 1:0.0024752475247524753 2:0.0024752475247524753 3:0.0024752475247524753 4:0.0024752475247524753 7:0.0024752475247524753 9:0.0024752475247524753 10:0.0024752475247524753
AP890715-0060 2:0.7427631578947368 15:0.08486842105263158 1:0.045394736842105265 3:0.03223684210526316 14:0.019078947368421053 19:0.01644736842105263 10:0.01644736842105263 12:0.01118421052631579 16:0.008552631578947369 0:0.0059210526315789476 11:0.003289473684210526 13:0.003289473684210526 5:0.003289473684210526 7:0.003289473684210526 17:6.578947368421052E-4 18:6.578947368421052E-4 4:6.578947368421052E-4 6:6.578947368421052E-4 8:6.578947368421052E-4 9:6.578947368421052E-4
AP890716-0037 13:0.44702602230483274 10:0.21654275092936803 15:0.12360594795539033 16:0.04925650557620818 9:0.04925650557620818 0:0.023234200743494422 6:0.023234200743494422 7:0.023234200743494422 12:0.015799256505576207 18:0.008364312267657992 1:0.004646840148698885 2:0.004646840148698885 3:0.004646840148698885 11:9.293680297397769E-4 14:9.293680297397769E-4 17:9.293680297397769E-4 19:9.293680297397769E-4 4:9.293680297397769E-4 5:9.293680297397769E-4 8:9.293680297397769E-4
AP890716-0101 7:0.6464285714285715 5:0.11785714285714285 15:0.075 17:0.04642857142857143 13:0.03214285714285714 19:0.017857142857142856 8:0.017857142857142856 11:0.0035714285714285713 12:0.0035714285714285713 14:0.0035714285714285713 16:0.0035714285714285713 18:0.0035714285714285713 0:0.0035714285714285713 1:0.0035714285714285713 2:0.0035714285714285713 3:0.0035714285714285713 4:0.0035714285714285713 6:0.0035714285714285713 9:0.0035714285714285713 10:0.0035714285714285713
AP890717-0172 2:0.6889044943820225 15:0.09901685393258428 1:0.06811797752808989 3:0.037219101123595506 0:0.028792134831460675 11:0.023174157303370788 7:0.023174157303370788 12:0.0175561797752809 16:0.0035112359550561797 17:0.0035112359550561797 13:7.022471910112359E-4 14:7.022471910112359E-4 18:7.022471910112359E-4 19:7.022471910112359E-4 4:7.022471910112359E-4 5:7.022471910112359E-4 6:7.022471910112359E-4 8:7.022471910112359E-4 9:7.022471910112359E-4 10:7.022471910112359E-4
AP890717-0192 1:0.5633680555555556 4:0.2925347222222222 3:0.049479166666666664 15:0.035590277777777776 0:0.018229166666666668 18:0.011284722222222222 11:0.0078125 2:0.0078125 14:0.004340277777777778 12:8.680555555555555E-4 13:8.680555555555555E-4 16:8.680555555555555E-4 17:8.680555555555555E-4 19:8.680555555555555E-4 5:8.680555555555555E-4 6:8.680555555555555E-4 7:8.680555555555555E-4 8:8.680555555555555E-4 9:8.680555555555555E-4 10:8.680555555555555E-4
AP890717-0210 0:0.3399653979238754 15:0.14619377162629757 10:0.10813148788927336 9:0.09429065743944637 14:0.052768166089965395 19:0.04930795847750865 1:0.04930795847750865 13:0.03546712802768166 18:0.028546712802768166 16:0.025086505190311418 3:0.02162629757785467 7:0.014705882352941176 2:0.01124567474048443 12:0.007785467128027681 4:0.007785467128027681 8:0.004325259515570935 11:8.650519031141869E-4 17:8.650519031141869E-4 5:8.650519031141869E-4 6:8.650519031141869E-4
AP890717-0218 18:0.7078947368421052 15:0.05526315789473684 6:0.04473684210526316 7:0.04473684210526316 16:0.034210526315789476 1:0.034210526315789476 2:0.02368421052631579 11:0.013157894736842105 8:0.013157894736842105 12:0.002631578947368421 13:0.002631578947368421 14:0.002631578947368421 17:0.002631578947368421 19:0.002631578947368421 0:0.002631578947368421 3:0.002631578947368421 4:0.002631578947368421 5:0.002631578947368421 9:0.002631578947368421 10:0.002631578947368421
AP890718-0075 8:0.4118421052631579 1:0.13815789473684212 2:0.13289473684210526 7:0.10657894736842105 17:0.08552631578947369 15:0.05921052631578947 9:0.02763157894736842 6:0.011842105263157895 11:0.006578947368421052 19:0.006578947368421052 12:0.0013157894736842105 13:0.0013157894736842105 14:0.0013157894736842105 16:0.0013157894736842105 18:0.0013157894736842105 0:0.0013157894736842105 3:0.0013157894736842105 4:0.0013157894736842105 5:0.0013157894736842105 10:0.0013157894736842105
AP890718-0083 19:0.32848837209302323 3:0.18895348837209303 1:0.16569767441860464 4:0.07267441860465117 2:0.061046511627906974 7:0.04941860465116279 15:0.0377906976744186 0:0.0377906976744186 14:0.02616279069767442 11:0.0029069767441860465 12:0.0029069767441860465 13:0.0029069767441860465 16:0.0029069767441860465 17:0.0029069767441860465 18:0.0029069767441860465 5:0.0029069767441860465 6:0.0029069767441860465 8:0.0029069767441860465 9:0.0029069767441860465 10:0.0029069767441860465
AP890718-0118 8:0.36908783783783783 1:0.15287162162162163 7:0.11233108108108109 17:0.09543918918918919 2:0.08192567567567567 15:0.05489864864864865 0:0.044763513513513514 14:0.024493243243243243 19:0.017736486486486486 13:0.01097972972972973 16:0.007601351351351352 18:0.007601351351351352 3:0.007601351351351352 5:0.004222972972972973 9:0.004222972972972973 11:8.445945945945946E-4 12:8.445945945945946E-4 4:8.445945945945946E-4 6:8.445945945945946E-4 10:8.445945945945946E-4
AP890718-0121 10:0.45436507936507936 11:0.19246031746031747 15:0.12896825396825398 17:0.057539682539682536 3:0.041666666666666664 1:0.025793650793650792 7:0.025793650793650792 8:0.025793650793650792 19:0.00992063492063492 0:0.00992063492063492 9:0.00992063492063492 12:0.001984126984126984 13:0.001984126984126984 14:0.001984126984126984 16:0.001984126984126984 18:0.001984126984126984 2:0.001984126984126984 4:0.001984126984126984 5:0.001984126984126984 6:0.001984126984126984
AP890718-0173 9:0.3794642857142857 15:0.2544642857142857 14:0.14732142857142858 7:0.05803571428571429 2:0.04017857142857143 8:0.04017857142857143 6:0.022321428571428572 11:0.004464285714285714 12:0.004464285714285714 13:0.004464285714285714 16:0.004464285714285714 17:0.004464285714285714 18:0.004464285714285714 19:0.004464285714285714 0:0.004464285714285714 1:0.004464285714285714 3:0.004464285714285714 4:0.004464285714285714 5:0.004464285714285714 10:0.004464285714285714
AP890718-0230 17:0.7678571428571429 15:0.14540816326530612 12:0.02295918367346939 1:0.012755102040816327 6:0.012755102040816327 11:0.002551020408163265 13:0.002551020408163265 14:0.002551020408163265 16:0.002551020408163265 18:0.002551020408163265 19:0.002551020408163265 0:0.002551020408163265 2:0.002551020408163265 3:0.002551020408163265 4:0.002551020408163265 5:0.002551020408163265 7:0.002551020408163265 8:0.002551020408163265 9:0.002551020408163265 10:0.002551020408163265
AP890718-0260 5:0.5878099173553719 17:0.24070247933884298 8:0.058884297520661155 11:0.025826446280991736 1:0.025826446280991736 4:0.013429752066115703 18:0.009297520661157025 6:0.009297520661157025 14:0.005165289256198347 16:0.005165289256198347 0:0.005165289256198347 9:0.005165289256198347 12:0.0010330578512396695 13:0.0010330578512396695 15:0.0010330578512396695 19:0.0010330578512396695 2:0.0010330578512396695 3:0.0010330578512396695 7:0.0010330578512396695 10:0.0010330578512396695
AP890718-0276 14:0.4146586345381526 0:0.1536144578313253 15:0.12550200803212852 11:0.08132530120481928 13:0.07329317269076305 1:0.029116465863453816 17:0.025100401606425703 8:0.01706827309236948 4:0.013052208835341365 7:0.013052208835341365 10:0.013052208835341365 3:0.009036144578313253 5:0.009036144578313253 6:0.009036144578313253 9:0.009036144578313253 12:0.001004016064257028 16:0.001004016064257028 18:0.001004016064257028 19:0.001004016064257028 2:0.001004016064257028
AP890719-0011 10:0.5357142857142857 11:0.16005291005291006 15:0.10714285714285714 9:0.04894179894179894 17:0.03835978835978836 1:0.03835978835978836 12:0.017195767195767195 7:0.017195767195767195 3:0.011904761904761904 6:0.011904761904761904 13:0.0013227513227513227 14:0.0013227513227513227 16:0.0013227513227513227 18:0.0013227513227513227 19:0.0013227513227513227 0:0.0013227513227513227 2:0.0013227513227513227 4:0.0013227513227513227 5:0.0013227513227513227 8:0.0013227513227513227
AP890719-0064 2:0.7537128712871287 15:0.0952970297029703 1:0.07549504950495049 13:0.011138613861386138 16:0.011138613861386138 18:0.011138613861386138 19:0.011138613861386138 12:0.006188118811881188 0:0.006188118811881188 7:0.006188118811881188 11:0.0012376237623762376 14:0.0012376237623762376 17:0.0012376237623762376 3:0.0012376237623762376 4:0.0012376237623762376 5:0.0012376237623762376 6:0.0012376237623762376 8:0.0012376237623762376 9:0.0012376237623762376 10:0.0012376237623762376
AP890720-0009 2:0.7751572327044025 1:0.08333333333333333 7:0.04559748427672956 15:0.0330188679245283 3:0.026729559748427674 12:0.014150943396226415 11:0.0015723270440251573 13:0.0015723270440251573 14:0.0015723270440251573 16:0.0015723270440251573 17:0.0015723270440251573 18:0.0015723270440251573 19:0.0015723270440251573 0:0.0015723270440251573 4:0.0015723270440251573 5:0.0015723270440251573 6:0.0015723270440251573 8:0.0015723270440251573 9:0.0015723270440251573 10:0.0015723270440251573
AP890720-0015 13:0.8265503875968992 15:0.07073643410852713 1:0.02810077519379845 19:0.016472868217054265 7:0.016472868217054265 6:0.012596899224806201 10:0.00872093023255814 0:0.0048449612403100775 5:0.0048449612403100775 11:9.689922480620155E-4 12:9.689922480620155E-4 14:9.689922480620155E-4 16:9.689922480620155E-4 17:9.689922480620155E-4 18:9.689922480620155E-4 2:9.689922480620155E-4 3:9.689922480620155E-4 4:9.689922480620155E-4 8:9.689922480620155E-4 9:9.689922480620155E-4
AP890720-0081 19:0.48195876288659795 10:0.15549828178694158 15:0.12800687285223367 9:0.11426116838487972 1:0.03865979381443299 5:0.03178694158075601 0:0.02491408934707904 4:0.007731958762886598 16:0.00429553264604811 8:0.00429553264604811 11:8.59106529209622E-4 12:8.59106529209622E-4 13:8.59106529209622E-4 14:8.59106529209622E-4 17:8.59106529209622E-4 18:8.59106529209622E-4 2:8.59106529209622E-4 3:8.59106529209622E-4 6:8.59106529209622E-4 7:8.59106529209622E-4
AP890720-0088 2:0.7271341463414634 15:0.10518292682926829 1:0.05030487804878049 7:0.05030487804878049 10:0.025914634146341462 11:0.007621951219512195 17:0.007621951219512195 3:0.007621951219512195 12:0.001524390243902439 13:0.001524390243902439 14:0.001524390243902439 16:0.001524390243902439 18:0.001524390243902439 19:0.001524390243902439 0:0.001524390243902439 4:0.001524390243902439 5:0.001524390243902439 6:0.001524390243902439 8:0.001524390243902439 9:0.001524390243902439
AP890720-0099 7:0.42676767676767674 15:0.16414141414141414 0:0.07323232323232323 1:0.07323232323232323 11:0.04292929292929293 3:0.04292929292929293 4:0.04292929292929293 17:0.03282828282828283 19:0.03282828282828283 5:0.03282828282828283 13:0.012626262626262626 12:0.0025252525252525255 14:0.0025252525252525255 16:0.0025252525252525255 18:0.0025252525252525255 2:0.0025252525252525255 6:0.0025252525252525255 8:0.0025252525252525255 9:0.0025252525252525255 10:0.0025252525252525255
AP890720-0232 11:0.3244047619047619 7:0.2648809523809524 15:0.16964285714285715 17:0.11011904761904762 5:0.050595238095238096 6:0.026785714285714284 14:0.01488095238095238 12:0.002976190476190476 13:0.002976190476190476 16:0.002976190476190476 18:0.002976190476190476 19:0.002976190476190476 0:0.002976190476190476 1:0.002976190476190476 2:0.002976190476190476 3:0.002976190476190476 4:0.002976190476190476 8:0.002976190476190476 9:0.002976190476190476 10:0.002976190476190476
AP890720-0250 5:0.7283333333333334 17:0.18833333333333332 15:0.035 4:0.015 13:0.008333333333333333 11:0.0016666666666666668 12:0.0016666666666666668 14:0.0016666666666666668 16:0.0016666666666666668 18:0.0016666666666666668 19:0.0016666666666666668 0:0.0016666666666666668 1:0.0016666666666666668 2:0.0016666666666666668 3:0.0016666666666666668 6:0.0016666666666666668 7:0.0016666666666666668 8:0.0016666666666666668 9:0.0016666666666666668 10:0.0016666666666666668
AP890720-0251 11:0.4533582089552239 1:0.13495024875621892 5:0.07524875621890548 17:0.06778606965174129 13:0.06281094527363185 12:0.05037313432835821 15:0.04539800995024876 7:0.03544776119402985 9:0.023009950248756218 18:0.020522388059701493 14:0.010572139303482588 19:0.00808457711442786 3:0.005597014925373134 6:0.003109452736318408 16:6.218905472636816E-4 0:6.218905472636816E-4 2:6.218905472636816E-4 4:6.218905472636816E-4 8:6.218905472636816E-4 10:6.218905472636816E-4
AP890721-0004 13:0.6201675257731959 15:0.11114690721649484 3:0.10985824742268041 1:0.10599226804123711 2:0.020940721649484535 0:0.014497422680412372 4:0.004188144329896907 6:0.004188144329896907 14:0.0016108247422680412 16:0.0016108247422680412 19:0.0016108247422680412 7:0.0016108247422680412 11:3.2216494845360824E-4 12:3.2216494845360824E-4 17:3.2216494845360824E-4 18:3.2216494845360824E-4 5:3.2216494845360824E-4 8:3.2216494845360824E-4 9:3.2216494845360824E-4 10:3.2216494845360824E-4
