AP890101-0002 8:0.3691646191646192 1:0.20945945945945946 5:0.12837837837837837 16:0.09643734643734644 13:0.0472972972972973 0:0.04484029484029484 2:0.030098280098280097 3:0.025184275184275184 17:0.02027027027027027 7:0.015356265356265357 19:0.005528255528255528 15:0.003071253071253071 11:6.142506142506142E-4 12:6.142506142506142E-4 14:6.142506142506142E-4 18:6.142506142506142E-4 4:6.142506142506142E-4 6:6.142506142506142E-4 9:6.142506142506142E-4 10:6.142506142506142E-4
AP890720-0231 9:0.556930693069307 13:0.12128712871287128 17:0.12128712871287128 1:0.09158415841584158 6:0.022277227722772276 10:0.022277227722772276 2:0.012376237623762377 5:0.012376237623762377 8:0.012376237623762377 11:0.0024752475247524753 12:0.0024752475247524753 14:0.0024752475247524753 15:0.0024752475247524753 16:0.0024752475247524753 18:0.0024752475247524753 19:0.0024752475247524753 0:0.0024752475247524753 3:0.0024752475247524753 4:0.0024752475247524753 7:0.0024752475247524753
AP890720-0287 17:0.7293388429752066 8:0.13429752066115702 9:0.04338842975206612 3:0.026859504132231406 11:0.01859504132231405 1:0.010330578512396695 2:0.010330578512396695 12:0.002066115702479339 13:0.002066115702479339 14:0.002066115702479339 15:0.002066115702479339 16:0.002066115702479339 18:0.002066115702479339 19:0.002066115702479339 0:0.002066115702479339 4:0.002066115702479339 5:0.002066115702479339 6:0.002066115702479339 7:0.002066115702479339 10:0.002066115702479339
AP890721-0044 12:0.5012376237623762 4:0.2141089108910891 16:0.0655940594059406 3:0.055693069306930694 11:0.04084158415841584 14:0.02599009900990099 1:0.02599009900990099 13:0.02103960396039604 19:0.01608910891089109 17:0.006188118811881188 18:0.006188118811881188 2:0.006188118811881188 7:0.006188118811881188 15:0.0012376237623762376 0:0.0012376237623762376 5:0.0012376237623762376 6:0.0012376237623762376 8:0.0012376237623762376 9:0.0012376237623762376 10:0.0012376237623762376
AP890722-0023 7:0.546875 8:0.15520833333333334 3:0.07604166666666666 6:0.071875 11:0.046875 17:0.042708333333333334 14:0.021875 18:0.009375 1:0.009375 19:0.005208333333333333 4:0.005208333333333333 12:0.0010416666666666667 13:0.0010416666666666667 15:0.0010416666666666667 16:0.0010416666666666667 0:0.0010416666666666667 2:0.0010416666666666667 5:0.0010416666666666667 9:0.0010416666666666667 10:0.0010416666666666667
AP890723-0028 4:0.40025252525252525 11:0.32954545454545453 19:0.1830808080808081 18:0.036616161616161616 3:0.021464646464646464 12:0.006313131313131313 8:0.006313131313131313 13:0.0012626262626262627 14:0.0012626262626262627 15:0.0012626262626262627 16:0.0012626262626262627 17:0.0012626262626262627 0:0.0012626262626262627 1:0.0012626262626262627 2:0.0012626262626262627 5:0.0012626262626262627 6:0.0012626262626262627 7:0.0012626262626262627 9:0.0012626262626262627 10:0.0012626262626262627
AP890724-0058 11:0.4370748299319728 16:0.2602040816326531 10:0.06292517006802721 15:0.05612244897959184 6:0.05612244897959184 18:0.03571428571428571 12:0.015306122448979591 13:0.015306122448979591 3:0.015306122448979591 19:0.008503401360544218 0:0.008503401360544218 2:0.008503401360544218 4:0.008503401360544218 14:0.0017006802721088435 17:0.0017006802721088435 1:0.0017006802721088435 5:0.0017006802721088435 7:0.0017006802721088435 8:0.0017006802721088435 9:0.0017006802721088435
AP890725-0003 7:0.4363979848866499 3:0.1190176322418136 16:0.10642317380352645 10:0.08879093198992444 11:0.0535264483627204 12:0.045969773299748114 18:0.04345088161209068 4:0.04093198992443325 5:0.018261964735516372 6:0.015743073047858942 14:0.010705289672544081 19:0.005667506297229219 9:0.005667506297229219 0:0.0031486146095717885 2:0.0031486146095717885 13:6.297229219143577E-4 15:6.297229219143577E-4 17:6.297229219143577E-4 1:6.297229219143577E-4 8:6.297229219143577E-4
AP890725-0059 11:0.3706140350877193 16:0.20394736842105263 18:0.1425438596491228 2:0.08114035087719298 10:0.06359649122807018 3:0.03728070175438596 14:0.02850877192982456 15:0.02850877192982456 19:0.019736842105263157 12:0.0021929824561403508 13:0.0021929824561403508 17:0.0021929824561403508 0:0.0021929824561403508 1:0.0021929824561403508 4:0.0021929824561403508 5:0.0021929824561403508 6:0.0021929824561403508 7:0.0021929824561403508 8:0.0021929824561403508 9:0.0021929824561403508
AP890725-0075 4:0.234375 3:0.21651785714285715 18:0.10044642857142858 11:0.09151785714285714 19:0.09151785714285714 16:0.046875 5:0.046875 12:0.03794642857142857 15:0.03794642857142857 2:0.03794642857142857 6:0.020089285714285716 13:0.011160714285714286 7:0.011160714285714286 14:0.002232142857142857 17:0.002232142857142857 0:0.002232142857142857 1:0.002232142857142857 8:0.002232142857142857 9:0.002232142857142857 10:0.002232142857142857
AP890725-0273 8:0.32636887608069165 1:0.24567723342939482 16:0.13328530259365995 17:0.12175792507204611 0:0.058357348703170026 3:0.03818443804034582 13:0.035302593659942365 4:0.015129682997118156 5:0.009365994236311239 7:0.006484149855907781 12:0.0036023054755043226 11:7.204610951008645E-4 14:7.204610951008645E-4 15:7.204610951008645E-4 18:7.204610951008645E-4 19:7.204610951008645E-4 2:7.204610951008645E-4 6:7.204610951008645E-4 9:7.204610951008645E-4 10:7.204610951008645E-4
AP890725-0277 8:0.5754545454545454 17:0.12454545454545454 16:0.07363636363636364 5:0.07 9:0.03727272727272727 0:0.026363636363636363 14:0.022727272727272728 19:0.022727272727272728 2:0.019090909090909092 12:0.011818181818181818 3:0.008181818181818182 11:9.090909090909091E-4 13:9.090909090909091E-4 15:9.090909090909091E-4 18:9.090909090909091E-4 1:9.090909090909091E-4 4:9.090909090909091E-4 6:9.090909090909091E-4 7:9.090909090909091E-4 10:9.090909090909091E-4
AP890726-0092 19:0.21946564885496184 16:0.21183206106870228 3:0.1762086513994911 8:0.06170483460559797 2:0.056615776081424936 17:0.05152671755725191 10:0.04389312977099236 7:0.041348600508905854 12:0.03371501272264631 14:0.023536895674300253 5:0.023536895674300253 11:0.02099236641221374 1:0.015903307888040712 15:0.0057251908396946565 13:0.0031806615776081423 4:0.0031806615776081423 6:0.0031806615776081423 9:0.0031806615776081423 18:6.361323155216285E-4 0:6.361323155216285E-4
AP890726-0244 8:0.5127551020408163 9:0.32908163265306123 0:0.04336734693877551 16:0.03316326530612245 11:0.012755102040816327 4:0.012755102040816327 6:0.012755102040816327 7:0.012755102040816327 12:0.002551020408163265 13:0.002551020408163265 14:0.002551020408163265 15:0.002551020408163265 17:0.002551020408163265 18:0.002551020408163265 19:0.002551020408163265 1:0.002551020408163265 2:0.002551020408163265 3:0.002551020408163265 5:0.002551020408163265 10:0.002551020408163265
AP890726-0272 13:0.680939226519337 11:0.21132596685082872 3:0.07320441988950276 7:0.006906077348066298 10:0.006906077348066298 12:0.0013812154696132596 14:0.0013812154696132596 15:0.0013812154696132596 16:0.0013812154696132596 17:0.0013812154696132596 18:0.0013812154696132596 19:0.0013812154696132596 0:0.0013812154696132596 1:0.0013812154696132596 2:0.0013812154696132596 4:0.0013812154696132596 5:0.0013812154696132596 6:0.0013812154696132596 8:0.0013812154696132596 9:0.0013812154696132596
AP890726-0290 9:0.22429078014184398 1:0.21365248226950354 16:0.19237588652482268 17:0.1320921985815603 8:0.12854609929078015 18:0.02925531914893617 3:0.025709219858156027 4:0.018617021276595744 0:0.015070921985815602 14:0.007978723404255319 13:0.004432624113475178 11:8.865248226950354E-4 12:8.865248226950354E-4 15:8.865248226950354E-4 19:8.865248226950354E-4 2:8.865248226950354E-4 5:8.865248226950354E-4 6:8.865248226950354E-4 7:8.865248226950354E-4 10:8.865248226950354E-4
AP890726-0309 13:0.6862582781456954 11:0.20612582781456953 3:0.050496688741721855 7:0.0173841059602649 16:0.0074503311258278145 8:0.0074503311258278145 10:0.0074503311258278145 14:0.0041390728476821195 15:0.0041390728476821195 12:8.278145695364238E-4 17:8.278145695364238E-4 18:8.278145695364238E-4 19:8.278145695364238E-4 0:8.278145695364238E-4 1:8.278145695364238E-4 2:8.278145695364238E-4 4:8.278145695364238E-4 5:8.278145695364238E-4 6:8.278145695364238E-4 9:8.278145695364238E-4
AP890727-0150 0:0.27364864864864863 13:0.17905405405405406 18:0.16554054054054054 3:0.13851351351351351 19:0.08445945945945946 4:0.057432432432432436 12:0.030405405405405407 1:0.030405405405405407 11:0.0033783783783783786 14:0.0033783783783783786 15:0.0033783783783783786 16:0.0033783783783783786 17:0.0033783783783783786 2:0.0033783783783783786 5:0.0033783783783783786 6:0.0033783783783783786 7:0.0033783783783783786 8:0.0033783783783783786 9:0.0033783783783783786 10:0.0033783783783783786
AP890727-0234 17:0.2553995680345572 19:0.1193304535637149 3:0.09773218142548597 1:0.09557235421166306 13:0.09125269978401727 8:0.08909287257019438 14:0.058855291576673865 11:0.0458963282937365 16:0.03509719222462203 4:0.03509719222462203 2:0.022138228941684664 15:0.01565874730021598 9:0.013498920086393088 10:0.0091792656587473 12:0.004859611231101512 6:0.004859611231101512 7:0.004859611231101512 18:5.399568034557236E-4 0:5.399568034557236E-4 5:5.399568034557236E-4
AP890727-0243 13:0.6647196261682243 11:0.23481308411214954 14:0.03387850467289719 3:0.03387850467289719 16:0.005841121495327103 4:0.005841121495327103 10:0.005841121495327103 12:0.0011682242990654205 15:0.0011682242990654205 17:0.0011682242990654205 18:0.0011682242990654205 19:0.0011682242990654205 0:0.0011682242990654205 1:0.0011682242990654205 2:0.0011682242990654205 5:0.0011682242990654205 6:0.0011682242990654205 7:0.0011682242990654205 8:0.0011682242990654205 9:0.0011682242990654205
AP890728-0033 11:0.4361198738170347 12:0.111198738170347 18:0.10488958990536278 15:0.07965299684542587 3:0.07018927444794952 16:0.0638801261829653 6:0.02917981072555205 13:0.01971608832807571 2:0.01971608832807571 0:0.016561514195583597 4:0.01025236593059937 7:0.01025236593059937 8:0.01025236593059937 10:0.01025236593059937 9:0.003943217665615142 14:7.886435331230284E-4 17:7.886435331230284E-4 19:7.886435331230284E-4 1:7.886435331230284E-4 5:7.886435331230284E-4
AP890728-0064 10:0.28942307692307695 11:0.21634615384615385 18:0.14326923076923076 19:0.09711538461538462 16:0.05480769230769231 15:0.05096153846153846 4:0.035576923076923075 7:0.027884615384615386 6:0.02403846153846154 13:0.020192307692307693 1:0.0125 2:0.008653846153846154 9:0.008653846153846154 5:0.004807692307692308 12:9.615384615384616E-4 14:9.615384615384616E-4 17:9.615384615384616E-4 0:9.615384615384616E-4 3:9.615384615384616E-4 8:9.615384615384616E-4
AP890728-0124 16:0.3572961373390558 19:0.17274678111587982 3:0.16416309012875535 7:0.09549356223175966 8:0.05257510729613734 14:0.03540772532188841 9:0.022532188841201718 0:0.018240343347639486 4:0.013948497854077254 10:0.013948497854077254 11:0.009656652360515022 15:0.009656652360515022 6:0.009656652360515022 12:0.00536480686695279 17:0.00536480686695279 18:0.00536480686695279 1:0.00536480686695279 13:0.001072961373390558 2:0.001072961373390558 5:0.001072961373390558
AP890729-0138 4:0.390625 3:0.17908653846153846 11:0.09735576923076923 19:0.09735576923076923 18:0.078125 2:0.06850961538461539 10:0.03485576923076923 5:0.030048076923076924 0:0.006009615384615385 7:0.006009615384615385 12:0.001201923076923077 13:0.001201923076923077 14:0.001201923076923077 15:0.001201923076923077 16:0.001201923076923077 17:0.001201923076923077 1:0.001201923076923077 6:0.001201923076923077 8:0.001201923076923077 9:0.001201923076923077
AP890731-0066 15:0.7107508532423208 12:0.07593856655290103 3:0.07593856655290103 10:0.05204778156996587 17:0.021331058020477817 14:0.014505119453924915 19:0.014505119453924915 18:0.011092150170648464 9:0.007679180887372013 16:0.004266211604095563 6:0.004266211604095563 11:8.532423208191126E-4 13:8.532423208191126E-4 0:8.532423208191126E-4 1:8.532423208191126E-4 2:8.532423208191126E-4 4:8.532423208191126E-4 5:8.532423208191126E-4 7:8.532423208191126E-4 8:8.532423208191126E-4
AP890801-0016 19:0.625 3:0.1913716814159292 12:0.03650442477876106 18:0.03650442477876106 14:0.02765486725663717 16:0.02765486725663717 13:0.023230088495575223 2:0.00995575221238938 1:0.0055309734513274336 10:0.0055309734513274336 11:0.0011061946902654867 15:0.0011061946902654867 17:0.0011061946902654867 0:0.0011061946902654867 4:0.0011061946902654867 5:0.0011061946902654867 6:0.0011061946902654867 7:0.0011061946902654867 8:0.0011061946902654867 9:0.0011061946902654867
AP890801-0105 11:0.2382943143812709 16:0.16471571906354515 3:0.16137123745819398 10:0.15133779264214048 4:0.12123745819397994 19:0.057692307692307696 2:0.057692307692307696 13:0.020903010033444816 5:0.007525083612040134 6:0.007525083612040134 0:0.004180602006688963 12:8.361204013377926E-4 14:8.361204013377926E-4 15:8.361204013377926E-4 17:8.361204013377926E-4 18:8.361204013377926E-4 1:8.361204013377926E-4 7:8.361204013377926E-4 8:8.361204013377926E-4 9:8.361204013377926E-4
AP890801-0226 17:0.5190140845070422 16:0.13309859154929576 8:0.12183098591549296 3:0.0795774647887324 9:0.048591549295774646 13:0.02323943661971831 14:0.020422535211267606 11:0.017605633802816902 1:0.017605633802816902 10:0.006338028169014085 15:0.0035211267605633804 5:0.0035211267605633804 12:7.042253521126761E-4 18:7.042253521126761E-4 19:7.042253521126761E-4 0:7.042253521126761E-4 2:7.042253521126761E-4 4:7.042253521126761E-4 6:7.042253521126761E-4 7:7.042253521126761E-4
AP890802-0137 18:0.29814814814814816 16:0.22407407407407406 6:0.12777777777777777 4:0.07592592592592592 1:0.06851851851851852 5:0.06851851851851852 3:0.06111111111111111 11:0.03148148148148148 13:0.009259259259259259 17:0.009259259259259259 2:0.009259259259259259 12:0.001851851851851852 14:0.001851851851851852 15:0.001851851851851852 19:0.001851851851851852 0:0.001851851851851852 7:0.001851851851851852 8:0.001851851851851852 9:0.001851851851851852 10:0.001851851851851852
AP890802-0211 14:0.4822247706422018 11:0.16112385321100917 3:0.1014908256880734 17:0.06938073394495413 18:0.05791284403669725 16:0.05103211009174312 19:0.02809633027522936 12:0.018922018348623854 0:0.00974770642201835 8:0.00974770642201835 9:0.005160550458715597 13:5.733944954128441E-4 15:5.733944954128441E-4 1:5.733944954128441E-4 2:5.733944954128441E-4 4:5.733944954128441E-4 5:5.733944954128441E-4 6:5.733944954128441E-4 7:5.733944954128441E-4 10:5.733944954128441E-4
AP890802-0219 12:0.21085409252669038 16:0.19306049822064056 8:0.1396797153024911 17:0.13612099644128114 7:0.11476868327402136 15:0.11120996441281139 1:0.050711743772241996 3:0.015124555160142349 13:0.00800711743772242 4:0.00800711743772242 9:0.004448398576512456 11:8.896797153024911E-4 14:8.896797153024911E-4 18:8.896797153024911E-4 19:8.896797153024911E-4 0:8.896797153024911E-4 2:8.896797153024911E-4 5:8.896797153024911E-4 6:8.896797153024911E-4 10:8.896797153024911E-4
AP890802-0251 11:0.6202445652173914 3:0.13111413043478262 16:0.06861413043478261 14:0.06589673913043478 17:0.027853260869565216 18:0.01970108695652174 10:0.016983695652173912 13:0.014266304347826086 5:0.01154891304347826 6:0.008831521739130434 19:0.006114130434782609 7:0.0033967391304347825 12:6.793478260869565E-4 15:6.793478260869565E-4 0:6.793478260869565E-4 1:6.793478260869565E-4 2:6.793478260869565E-4 4:6.793478260869565E-4 8:6.793478260869565E-4 9:6.793478260869565E-4
AP890802-0252 8:0.28861256544502617 17:0.2100785340314136 16:0.11583769633507854 9:0.10536649214659685 0:0.08965968586387435 4:0.045157068062827224 5:0.037303664921465966 3:0.03468586387434555 1:0.026832460732984294 11:0.01112565445026178 7:0.01112565445026178 14:0.008507853403141362 15:0.0058900523560209425 6:0.0032722513089005235 10:0.0032722513089005235 12:6.544502617801048E-4 13:6.544502617801048E-4 18:6.544502617801048E-4 19:6.544502617801048E-4 2:6.544502617801048E-4
AP890802-0259 9:0.5450819672131147 16:0.11885245901639344 8:0.11885245901639344 17:0.0860655737704918 1:0.05327868852459016 4:0.020491803278688523 11:0.004098360655737705 12:0.004098360655737705 13:0.004098360655737705 14:0.004098360655737705 15:0.004098360655737705 18:0.004098360655737705 19:0.004098360655737705 0:0.004098360655737705 2:0.004098360655737705 3:0.004098360655737705 5:0.004098360655737705 6:0.004098360655737705 7:0.004098360655737705 10:0.004098360655737705
AP890803-0026 6:0.45627062706270627 16:0.17574257425742573 10:0.07013201320132013 0:0.05033003300330033 3:0.04702970297029703 9:0.04702970297029703 18:0.040429042904290426 1:0.03712871287128713 7:0.02392739273927393 13:0.017326732673267328 17:0.017326732673267328 14:0.007425742574257425 4:0.004125412541254125 11:8.250825082508251E-4 12:8.250825082508251E-4 15:8.250825082508251E-4 19:8.250825082508251E-4 2:8.250825082508251E-4 5:8.250825082508251E-4 8:8.250825082508251E-4
AP890803-0170 18:0.31179775280898875 16:0.17322097378277154 3:0.1544943820224719 19:0.09831460674157304 6:0.03838951310861423 4:0.03464419475655431 8:0.03464419475655431 10:0.03089887640449438 9:0.027153558052434457 11:0.023408239700374533 15:0.023408239700374533 0:0.023408239700374533 5:0.012172284644194757 17:0.008426966292134831 12:9.363295880149813E-4 13:9.363295880149813E-4 14:9.363295880149813E-4 1:9.363295880149813E-4 2:9.363295880149813E-4 7:9.363295880149813E-4
AP890803-0181 4:0.3384146341463415 18:0.23272357723577236 16:0.10264227642276423 10:0.0782520325203252 13:0.0741869918699187 3:0.05386178861788618 19:0.037601626016260166 1:0.02540650406504065 9:0.021341463414634148 5:0.013211382113821139 8:0.013211382113821139 11:0.0010162601626016261 12:0.0010162601626016261 14:0.0010162601626016261 15:0.0010162601626016261 17:0.0010162601626016261 0:0.0010162601626016261 2:0.0010162601626016261 6:0.0010162601626016261 7:0.0010162601626016261
AP890803-0186 11:0.5458860759493671 16:0.11550632911392406 10:0.10917721518987342 3:0.09651898734177215 7:0.04588607594936709 2:0.02689873417721519 13:0.014240506329113924 5:0.014240506329113924 6:0.014240506329113924 12:0.0015822784810126582 14:0.0015822784810126582 15:0.0015822784810126582 17:0.0015822784810126582 18:0.0015822784810126582 19:0.0015822784810126582 0:0.0015822784810126582 1:0.0015822784810126582 4:0.0015822784810126582 8:0.0015822784810126582 9:0.0015822784810126582
AP890803-0265 13:0.5511695906432749 11:0.25292397660818716 3:0.12426900584795321 17:0.024853801169590642 1:0.013157894736842105 19:0.007309941520467836 6:0.007309941520467836 12:0.0014619883040935672 14:0.0014619883040935672 15:0.0014619883040935672 16:0.0014619883040935672 18:0.0014619883040935672 0:0.0014619883040935672 2:0.0014619883040935672 4:0.0014619883040935672 5:0.0014619883040935672 7:0.0014619883040935672 8:0.0014619883040935672 9:0.0014619883040935672 10:0.0014619883040935672
