AP890102-0099 1:0.4438622754491018 3:0.21332335329341318 9:0.14146706586826346 12:0.04266467065868264 15:0.027694610778443114 14:0.02470059880239521 10:0.02470059880239521 13:0.015718562874251496 2:0.012724550898203593 6:0.012724550898203593 19:0.009730538922155689 8:0.009730538922155689 16:0.006736526946107785 5:0.006736526946107785 0:0.0037425149700598802 11:7.485029940119761E-4 17:7.485029940119761E-4 18:7.485029940119761E-4 4:7.485029940119761E-4 7:7.485029940119761E-4
AP890705-0183 4:0.6490610328638498 11:0.1795774647887324 9:0.0528169014084507 3:0.04342723004694836 5:0.01995305164319249 2:0.015258215962441314 12:0.01056338028169014 17:0.005868544600938967 18:0.005868544600938967 8:0.005868544600938967 13:0.0011737089201877935 14:0.0011737089201877935 15:0.0011737089201877935 16:0.0011737089201877935 19:0.0011737089201877935 0:0.0011737089201877935 1:0.0011737089201877935 6:0.0011737089201877935 7:0.0011737089201877935 10:0.0011737089201877935
AP890706-0090 13:0.26997041420118345 9:0.2640532544378698 3:0.09541420118343195 11:0.06878698224852071 1:0.06878698224852071 7:0.0628698224852071 6:0.05695266272189349 2:0.03920118343195266 14:0.02440828402366864 16:0.015532544378698224 19:0.006656804733727811 4:0.006656804733727811 8:0.006656804733727811 10:0.006656804733727811 15:0.0036982248520710057 12:7.396449704142012E-4 17:7.396449704142012E-4 18:7.396449704142012E-4 0:7.396449704142012E-4 5:7.396449704142012E-4
AP890706-0194 17:0.5991271820448878 9:0.25 11:0.05548628428927681 14:0.02805486284289277 16:0.01807980049875312 10:0.015586034912718205 0:0.013092269326683292 5:0.005610972568578554 12:0.003117206982543641 13:0.003117206982543641 1:0.003117206982543641 15:6.234413965087282E-4 18:6.234413965087282E-4 19:6.234413965087282E-4 2:6.234413965087282E-4 3:6.234413965087282E-4 4:6.234413965087282E-4 6:6.234413965087282E-4 7:6.234413965087282E-4 8:6.234413965087282E-4
AP890706-0230 4:0.7508445945945946 11:0.11233108108108109 16:0.06841216216216216 14:0.021114864864864864 3:0.021114864864864864 12:0.007601351351351352 9:0.004222972972972973 10:0.004222972972972973 13:8.445945945945946E-4 15:8.445945945945946E-4 17:8.445945945945946E-4 18:8.445945945945946E-4 19:8.445945945945946E-4 0:8.445945945945946E-4 1:8.445945945945946E-4 2:8.445945945945946E-4 5:8.445945945945946E-4 6:8.445945945945946E-4 7:8.445945945945946E-4 8:8.445945945945946E-4
AP890706-0253 17:0.662 9:0.24333333333333335 3:0.024666666666666667 11:0.014 2:0.014 16:0.011333333333333334 7:0.011333333333333334 4:0.006 15:0.0033333333333333335 19:0.0033333333333333335 12:6.666666666666666E-4 13:6.666666666666666E-4 14:6.666666666666666E-4 18:6.666666666666666E-4 0:6.666666666666666E-4 1:6.666666666666666E-4 5:6.666666666666666E-4 6:6.666666666666666E-4 8:6.666666666666666E-4 10:6.666666666666666E-4
AP890706-0258 4:0.4597953216374269 11:0.1878654970760234 9:0.08260233918128655 0:0.07967836257309942 16:0.062134502923976605 6:0.05921052631578947 15:0.012426900584795321 5:0.012426900584795321 7:0.012426900584795321 3:0.009502923976608187 8:0.006578947368421052 12:0.003654970760233918 13:0.003654970760233918 14:0.003654970760233918 17:7.309941520467836E-4 18:7.309941520467836E-4 19:7.309941520467836E-4 1:7.309941520467836E-4 2:7.309941520467836E-4 10:7.309941520467836E-4
AP890706-0277 17:0.5813172043010753 9:0.2211021505376344 3:0.05981182795698925 0:0.027553763440860215 16:0.02486559139784946 7:0.02217741935483871 8:0.019489247311827957 14:0.014112903225806451 15:0.008736559139784945 13:0.006048387096774193 11:0.003360215053763441 18:0.003360215053763441 19:0.003360215053763441 12:6.720430107526882E-4 1:6.720430107526882E-4 2:6.720430107526882E-4 4:6.720430107526882E-4 5:6.720430107526882E-4 6:6.720430107526882E-4 10:6.720430107526882E-4
AP890707-0029 17:0.6162207357859532 9:0.17474916387959866 11:0.08779264214046822 3:0.04431438127090301 5:0.017558528428093644 13:0.014214046822742474 0:0.014214046822742474 18:0.010869565217391304 7:0.004180602006688963 8:0.004180602006688963 10:0.004180602006688963 12:8.361204013377926E-4 14:8.361204013377926E-4 15:8.361204013377926E-4 16:8.361204013377926E-4 19:8.361204013377926E-4 1:8.361204013377926E-4 2:8.361204013377926E-4 4:8.361204013377926E-4 6:8.361204013377926E-4
AP890707-0133 19:0.41019417475728154 12:0.2354368932038835 11:0.18689320388349515 5:0.08009708737864078 1:0.021844660194174758 18:0.012135922330097087 3:0.012135922330097087 7:0.012135922330097087 13:0.0024271844660194173 14:0.0024271844660194173 15:0.0024271844660194173 16:0.0024271844660194173 17:0.0024271844660194173 0:0.0024271844660194173 2:0.0024271844660194173 4:0.0024271844660194173 6:0.0024271844660194173 8:0.0024271844660194173 9:0.0024271844660194173 10:0.0024271844660194173
AP890707-0261 5:0.2869318181818182 9:0.21875 13:0.13920454545454544 10:0.08238636363636363 16:0.07102272727272728 0:0.07102272727272728 11:0.05965909090909091 19:0.02556818181818182 18:0.014204545454545454 12:0.002840909090909091 14:0.002840909090909091 15:0.002840909090909091 17:0.002840909090909091 1:0.002840909090909091 2:0.002840909090909091 3:0.002840909090909091 4:0.002840909090909091 6:0.002840909090909091 7:0.002840909090909091 8:0.002840909090909091
AP890708-0145 13:0.7172619047619048 14:0.050595238095238096 16:0.03869047619047619 0:0.03869047619047619 8:0.03869047619047619 12:0.026785714285714284 17:0.026785714285714284 18:0.026785714285714284 11:0.002976190476190476 15:0.002976190476190476 19:0.002976190476190476 1:0.002976190476190476 2:0.002976190476190476 3:0.002976190476190476 4:0.002976190476190476 5:0.002976190476190476 6:0.002976190476190476 7:0.002976190476190476 9:0.002976190476190476 10:0.002976190476190476
AP890708-0150 5:0.5655048076923077 11:0.23377403846153846 3:0.08473557692307693 16:0.05829326923076923 2:0.019831730769230768 1:0.010216346153846154 12:0.0078125 15:0.005408653846153846 17:0.005408653846153846 4:0.0030048076923076925 13:6.009615384615385E-4 14:6.009615384615385E-4 18:6.009615384615385E-4 19:6.009615384615385E-4 0:6.009615384615385E-4 6:6.009615384615385E-4 7:6.009615384615385E-4 8:6.009615384615385E-4 9:6.009615384615385E-4 10:6.009615384615385E-4
AP890710-0117 0:0.6908783783783784 9:0.13006756756756757 5:0.08952702702702703 3:0.03547297297297297 6:0.015202702702702704 13:0.008445945945945946 8:0.008445945945945946 11:0.0016891891891891893 12:0.0016891891891891893 14:0.0016891891891891893 15:0.0016891891891891893 16:0.0016891891891891893 17:0.0016891891891891893 18:0.0016891891891891893 19:0.0016891891891891893 1:0.0016891891891891893 2:0.0016891891891891893 4:0.0016891891891891893 7:0.0016891891891891893 10:0.0016891891891891893
AP890710-0118 0:0.31009615384615385 5:0.1466346153846154 12:0.0985576923076923 10:0.0985576923076923 13:0.0889423076923077 9:0.07932692307692307 2:0.05048076923076923 11:0.040865384615384616 17:0.040865384615384616 18:0.01201923076923077 6:0.01201923076923077 14:0.002403846153846154 15:0.002403846153846154 16:0.002403846153846154 19:0.002403846153846154 1:0.002403846153846154 3:0.002403846153846154 4:0.002403846153846154 7:0.002403846153846154 8:0.002403846153846154
AP890710-0193 8:0.3033783783783784 3:0.19797297297297298 16:0.17905405405405406 1:0.11689189189189189 9:0.06013513513513514 6:0.027702702702702704 19:0.0222972972972973 18:0.019594594594594596 4:0.016891891891891893 13:0.01418918918918919 15:0.011486486486486487 17:0.011486486486486487 5:0.008783783783783784 14:0.0033783783783783786 2:0.0033783783783783786 11:6.756756756756757E-4 12:6.756756756756757E-4 0:6.756756756756757E-4 7:6.756756756756757E-4 10:6.756756756756757E-4
AP890710-0226 1:0.392512077294686 3:0.12681159420289856 11:0.10748792270531402 18:0.0640096618357488 19:0.059178743961352656 6:0.05434782608695652 2:0.035024154589371984 16:0.030193236714975844 7:0.030193236714975844 17:0.020531400966183576 0:0.020531400966183576 9:0.020531400966183576 5:0.01570048309178744 12:0.010869565217391304 13:0.006038647342995169 14:0.0012077294685990338 15:0.0012077294685990338 4:0.0012077294685990338 8:0.0012077294685990338 10:0.0012077294685990338
AP890710-0227 1:0.2579787234042553 10:0.23670212765957446 3:0.17287234042553193 0:0.07712765957446809 9:0.05585106382978723 12:0.034574468085106384 17:0.034574468085106384 18:0.034574468085106384 11:0.023936170212765957 5:0.023936170212765957 6:0.013297872340425532 7:0.013297872340425532 13:0.0026595744680851063 14:0.0026595744680851063 15:0.0026595744680851063 16:0.0026595744680851063 19:0.0026595744680851063 2:0.0026595744680851063 4:0.0026595744680851063 8:0.0026595744680851063
AP890710-0229 1:0.5197368421052632 3:0.17763157894736842 7:0.05482456140350877 9:0.05482456140350877 10:0.05482456140350877 4:0.046052631578947366 14:0.019736842105263157 18:0.019736842105263157 19:0.010964912280701754 2:0.010964912280701754 5:0.010964912280701754 11:0.0021929824561403508 12:0.0021929824561403508 13:0.0021929824561403508 15:0.0021929824561403508 16:0.0021929824561403508 17:0.0021929824561403508 0:0.0021929824561403508 6:0.0021929824561403508 8:0.0021929824561403508
AP890711-0025 0:0.4600656455142232 9:0.1712253829321663 5:0.10995623632385121 3:0.0661925601750547 11:0.03774617067833698 13:0.03336980306345733 10:0.031181619256017507 12:0.02899343544857768 17:0.018052516411378557 2:0.013676148796498906 15:0.011487964989059081 4:0.011487964989059081 19:0.002735229759299781 14:5.470459518599562E-4 16:5.470459518599562E-4 18:5.470459518599562E-4 1:5.470459518599562E-4 6:5.470459518599562E-4 7:5.470459518599562E-4 8:5.470459518599562E-4
AP890712-0031 15:0.6471291866028708 1:0.07775119617224881 18:0.06339712918660287 3:0.05861244019138756 11:0.04904306220095694 14:0.029904306220095694 19:0.025119617224880382 8:0.02033492822966507 0:0.005980861244019139 2:0.005980861244019139 9:0.005980861244019139 12:0.0011961722488038277 13:0.0011961722488038277 16:0.0011961722488038277 17:0.0011961722488038277 4:0.0011961722488038277 5:0.0011961722488038277 6:0.0011961722488038277 7:0.0011961722488038277 10:0.0011961722488038277
AP890712-0099 9:0.158203125 13:0.142578125 3:0.126953125 1:0.111328125 0:0.087890625 2:0.080078125 5:0.080078125 19:0.056640625 12:0.033203125 11:0.017578125 15:0.017578125 16:0.017578125 6:0.017578125 8:0.017578125 14:0.009765625 18:0.009765625 7:0.009765625 17:0.001953125 4:0.001953125 10:0.001953125
AP890712-0148 18:0.6227272727272727 11:0.11363636363636363 19:0.07727272727272727 5:0.05909090909090909 13:0.022727272727272728 14:0.022727272727272728 10:0.022727272727272728 12:0.004545454545454545 15:0.004545454545454545 16:0.004545454545454545 17:0.004545454545454545 0:0.004545454545454545 1:0.004545454545454545 2:0.004545454545454545 3:0.004545454545454545 4:0.004545454545454545 6:0.004545454545454545 7:0.004545454545454545 8:0.004545454545454545 9:0.004545454545454545
AP890712-0202 12:0.890625 2:0.025240384615384616 17:0.015625 7:0.015625 5:0.010817307692307692 11:0.006009615384615385 15:0.006009615384615385 16:0.006009615384615385 0:0.006009615384615385 1:0.006009615384615385 13:0.001201923076923077 14:0.001201923076923077 18:0.001201923076923077 19:0.001201923076923077 3:0.001201923076923077 4:0.001201923076923077 6:0.001201923076923077 8:0.001201923076923077 9:0.001201923076923077 10:0.001201923076923077
AP890712-0256 5:0.3740079365079365 11:0.16765873015873015 3:0.11607142857142858 10:0.10813492063492064 6:0.07242063492063493 9:0.05257936507936508 16:0.028769841269841268 0:0.028769841269841268 2:0.028769841269841268 8:0.008928571428571428 4:0.00496031746031746 12:9.92063492063492E-4 13:9.92063492063492E-4 14:9.92063492063492E-4 15:9.92063492063492E-4 17:9.92063492063492E-4 18:9.92063492063492E-4 19:9.92063492063492E-4 1:9.92063492063492E-4 7:9.92063492063492E-4
AP890713-0053 12:0.9756317689530686 8:0.004512635379061372 10:0.004512635379061372 11:9.025270758122744E-4 13:9.025270758122744E-4 14:9.025270758122744E-4 15:9.025270758122744E-4 16:9.025270758122744E-4 17:9.025270758122744E-4 18:9.025270758122744E-4 19:9.025270758122744E-4 0:9.025270758122744E-4 1:9.025270758122744E-4 2:9.025270758122744E-4 3:9.025270758122744E-4 4:9.025270758122744E-4 5:9.025270758122744E-4 6:9.025270758122744E-4 7:9.025270758122744E-4 9:9.025270758122744E-4
AP890713-0228 5:0.38151927437641725 11:0.20918367346938777 3:0.07993197278911565 4:0.0663265306122449 9:0.0663265306122449 10:0.06405895691609978 13:0.05045351473922902 16:0.01870748299319728 6:0.01870748299319728 12:0.01417233560090703 17:0.01417233560090703 2:0.00963718820861678 1:0.002834467120181406 14:5.668934240362812E-4 15:5.668934240362812E-4 18:5.668934240362812E-4 19:5.668934240362812E-4 0:5.668934240362812E-4 7:5.668934240362812E-4 8:5.668934240362812E-4
AP890713-0234 7:0.5209731543624161 3:0.13506711409395974 9:0.11828859060402684 2:0.08473154362416108 10:0.044463087248322146 6:0.024328859060402684 8:0.024328859060402684 0:0.010906040268456376 14:0.007550335570469799 1:0.007550335570469799 12:0.0041946308724832215 19:0.0041946308724832215 4:0.0041946308724832215 5:0.0041946308724832215 11:8.389261744966443E-4 13:8.389261744966443E-4 15:8.389261744966443E-4 16:8.389261744966443E-4 17:8.389261744966443E-4 18:8.389261744966443E-4
AP890713-0256 16:0.9428104575163399 17:0.014705882352941176 0:0.008169934640522876 2:0.008169934640522876 11:0.0016339869281045752 12:0.0016339869281045752 13:0.0016339869281045752 14:0.0016339869281045752 15:0.0016339869281045752 18:0.0016339869281045752 19:0.0016339869281045752 1:0.0016339869281045752 3:0.0016339869281045752 4:0.0016339869281045752 5:0.0016339869281045752 6:0.0016339869281045752 7:0.0016339869281045752 8:0.0016339869281045752 9:0.0016339869281045752 10:0.0016339869281045752
AP890713-0262 16:0.9543650793650794 0:0.00992063492063492 11:0.001984126984126984 12:0.001984126984126984 13:0.001984126984126984 14:0.001984126984126984 15:0.001984126984126984 17:0.001984126984126984 18:0.001984126984126984 19:0.001984126984126984 1:0.001984126984126984 2:0.001984126984126984 3:0.001984126984126984 4:0.001984126984126984 5:0.001984126984126984 6:0.001984126984126984 7:0.001984126984126984 8:0.001984126984126984 9:0.001984126984126984 10:0.001984126984126984
AP890713-0263 11:0.557753164556962 6:0.19382911392405064 8:0.06408227848101265 9:0.051424050632911396 13:0.041930379746835444 2:0.022943037974683545 18:0.01661392405063291 4:0.013449367088607595 0:0.010284810126582278 16:0.007120253164556962 5:0.007120253164556962 14:0.003955696202531646 10:0.003955696202531646 12:7.911392405063291E-4 15:7.911392405063291E-4 17:7.911392405063291E-4 19:7.911392405063291E-4 1:7.911392405063291E-4 3:7.911392405063291E-4 7:7.911392405063291E-4
AP890713-0272 16:0.9554263565891473 14:0.009689922480620155 11:0.001937984496124031 12:0.001937984496124031 13:0.001937984496124031 15:0.001937984496124031 17:0.001937984496124031 18:0.001937984496124031 19:0.001937984496124031 0:0.001937984496124031 1:0.001937984496124031 2:0.001937984496124031 3:0.001937984496124031 4:0.001937984496124031 5:0.001937984496124031 6:0.001937984496124031 7:0.001937984496124031 8:0.001937984496124031 9:0.001937984496124031 10:0.001937984496124031
AP890713-0280 16:0.953125 12:0.008680555555555556 6:0.008680555555555556 11:0.001736111111111111 13:0.001736111111111111 14:0.001736111111111111 15:0.001736111111111111 17:0.001736111111111111 18:0.001736111111111111 19:0.001736111111111111 0:0.001736111111111111 1:0.001736111111111111 2:0.001736111111111111 3:0.001736111111111111 4:0.001736111111111111 5:0.001736111111111111 7:0.001736111111111111 8:0.001736111111111111 9:0.001736111111111111 10:0.001736111111111111
AP890713-0288 16:0.9391025641025641 11:0.003205128205128205 12:0.003205128205128205 13:0.003205128205128205 14:0.003205128205128205 15:0.003205128205128205 17:0.003205128205128205 18:0.003205128205128205 19:0.003205128205128205 0:0.003205128205128205 1:0.003205128205128205 2:0.003205128205128205 3:0.003205128205128205 4:0.003205128205128205 5:0.003205128205128205 6:0.003205128205128205 7:0.003205128205128205 8:0.003205128205128205 9:0.003205128205128205 10:0.003205128205128205
AP890714-0024 10:0.6587171052631579 3:0.13898026315789475 9:0.060032894736842105 18:0.04029605263157895 7:0.017269736842105265 1:0.013980263157894737 2:0.013980263157894737 6:0.013980263157894737 14:0.01069078947368421 17:0.007401315789473684 11:0.004111842105263158 13:0.004111842105263158 19:0.004111842105263158 5:0.004111842105263158 8:0.004111842105263158 12:8.223684210526315E-4 15:8.223684210526315E-4 16:8.223684210526315E-4 0:8.223684210526315E-4 4:8.223684210526315E-4
AP890714-0026 5:0.594671201814059 11:0.20691609977324263 10:0.054988662131519275 9:0.04591836734693878 3:0.04365079365079365 19:0.016439909297052153 16:0.007369614512471655 8:0.007369614512471655 12:0.00510204081632653 6:0.00510204081632653 7:0.00510204081632653 15:0.002834467120181406 13:5.668934240362812E-4 14:5.668934240362812E-4 17:5.668934240362812E-4 18:5.668934240362812E-4 0:5.668934240362812E-4 1:5.668934240362812E-4 2:5.668934240362812E-4 4:5.668934240362812E-4
AP890714-0275 16:0.6392045454545454 11:0.17329545454545456 9:0.10511363636363637 17:0.014204545454545454 4:0.014204545454545454 5:0.014204545454545454 12:0.002840909090909091 13:0.002840909090909091 14:0.002840909090909091 15:0.002840909090909091 18:0.002840909090909091 19:0.002840909090909091 0:0.002840909090909091 1:0.002840909090909091 2:0.002840909090909091 3:0.002840909090909091 6:0.002840909090909091 7:0.002840909090909091 8:0.002840909090909091 10:0.002840909090909091
AP890715-0134 8:0.6094771241830066 9:0.09967320261437909 12:0.07352941176470588 11:0.06699346405228758 15:0.04738562091503268 13:0.04084967320261438 17:0.014705882352941176 1:0.014705882352941176 5:0.014705882352941176 14:0.0016339869281045752 16:0.0016339869281045752 18:0.0016339869281045752 19:0.0016339869281045752 0:0.0016339869281045752 2:0.0016339869281045752 3:0.0016339869281045752 4:0.0016339869281045752 6:0.0016339869281045752 7:0.0016339869281045752 10:0.0016339869281045752
AP890718-0007 19:0.4946808510638298 1:0.11170212765957446 7:0.09042553191489362 13:0.06914893617021277 15:0.06914893617021277 12:0.047872340425531915 4:0.026595744680851064 10:0.026595744680851064 11:0.005319148936170213 14:0.005319148936170213 16:0.005319148936170213 17:0.005319148936170213 18:0.005319148936170213 0:0.005319148936170213 2:0.005319148936170213 3:0.005319148936170213 5:0.005319148936170213 6:0.005319148936170213 8:0.005319148936170213 9:0.005319148936170213
