AP890101-0002 2:0.23648648648648649 0:0.15786240786240785 19:0.10872235872235872 7:0.09398034398034398 5:0.08169533169533169 13:0.07678132678132678 11:0.06203931203931204 4:0.05466830466830467 6:0.049754299754299756 10:0.04238329238329238 9:0.017813267813267815 16:0.010442260442260442 1:0.003071253071253071 12:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 17:6.142506142506142E-4 18:6.142506142506142E-4 3:6.142506142506142E-4 8:6.142506142506142E-4
AP890620-0251 4:0.25526315789473686 1:0.15 5:0.1394736842105263 2:0.12894736842105264 9:0.09736842105263158 0:0.06578947368421052 6:0.034210526315789476 7:0.034210526315789476 8:0.02368421052631579 12:0.013157894736842105 15:0.013157894736842105 17:0.013157894736842105 19:0.013157894736842105 11:0.002631578947368421 13:0.002631578947368421 14:0.002631578947368421 16:0.002631578947368421 18:0.002631578947368421 3:0.002631578947368421 10:0.002631578947368421
AP890620-0257 19:0.6141975308641975 2:0.20679012345679013 5:0.06275720164609054 7:0.0257201646090535 12:0.021604938271604937 14:0.01748971193415638 1:0.01748971193415638 4:0.009259259259259259 13:0.0051440329218107 15:0.0051440329218107 10:0.0051440329218107 11:0.00102880658436214 16:0.00102880658436214 17:0.00102880658436214 18:0.00102880658436214 0:0.00102880658436214 3:0.00102880658436214 6:0.00102880658436214 8:0.00102880658436214 9:0.00102880658436214
AP890621-0213 0:0.42415254237288136 2:0.17669491525423728 11:0.1614406779661017 1:0.05974576271186441 3:0.03940677966101695 5:0.036016949152542374 4:0.019067796610169493 17:0.017372881355932204 7:0.017372881355932204 14:0.013983050847457627 8:0.013983050847457627 13:0.005508474576271186 6:0.005508474576271186 16:0.0038135593220338985 9:0.0038135593220338985 12:4.23728813559322E-4 15:4.23728813559322E-4 18:4.23728813559322E-4 19:4.23728813559322E-4 10:4.23728813559322E-4
AP890622-0041 15:0.5972222222222222 9:0.1527777777777778 18:0.06018518518518518 14:0.041666666666666664 0:0.041666666666666664 12:0.023148148148148147 2:0.023148148148148147 11:0.004629629629629629 13:0.004629629629629629 16:0.004629629629629629 17:0.004629629629629629 19:0.004629629629629629 1:0.004629629629629629 3:0.004629629629629629 4:0.004629629629629629 5:0.004629629629629629 6:0.004629629629629629 7:0.004629629629629629 8:0.004629629629629629 10:0.004629629629629629
AP890622-0184 5:0.6779513888888888 2:0.09461805555555555 18:0.06336805555555555 9:0.042534722222222224 1:0.028645833333333332 16:0.021701388888888888 6:0.021701388888888888 19:0.018229166666666668 15:0.011284722222222222 11:0.0078125 3:0.004340277777777778 12:8.680555555555555E-4 13:8.680555555555555E-4 14:8.680555555555555E-4 17:8.680555555555555E-4 0:8.680555555555555E-4 4:8.680555555555555E-4 7:8.680555555555555E-4 8:8.680555555555555E-4 10:8.680555555555555E-4
AP890622-0210 18:0.6638513513513513 3:0.13006756756756757 15:0.11655405405405406 5:0.02195945945945946 2:0.015202702702702704 19:0.008445945945945946 4:0.008445945945945946 6:0.008445945945945946 8:0.008445945945945946 11:0.0016891891891891893 12:0.0016891891891891893 13:0.0016891891891891893 14:0.0016891891891891893 16:0.0016891891891891893 17:0.0016891891891891893 0:0.0016891891891891893 1:0.0016891891891891893 7:0.0016891891891891893 9:0.0016891891891891893 10:0.0016891891891891893
AP890622-0221 11:0.509 5:0.101 10:0.085 9:0.069 4:0.053 2:0.045 8:0.045 1:0.029 18:0.013 0:0.013 7:0.013 19:0.009 12:0.005 3:0.005 13:0.001 14:0.001 15:0.001 16:0.001 17:0.001 6:0.001
AP890623-0037 5:0.788563829787234 18:0.05452127659574468 8:0.03856382978723404 9:0.03324468085106383 19:0.027925531914893616 1:0.022606382978723406 7:0.011968085106382979 6:0.006648936170212766 11:0.0013297872340425532 12:0.0013297872340425532 13:0.0013297872340425532 14:0.0013297872340425532 15:0.0013297872340425532 16:0.0013297872340425532 17:0.0013297872340425532 0:0.0013297872340425532 2:0.0013297872340425532 3:0.0013297872340425532 4:0.0013297872340425532 10:0.0013297872340425532
AP890623-0213 13:0.4392857142857143 2:0.21071428571428572 6:0.058333333333333334 11:0.04880952380952381 12:0.04880952380952381 1:0.04880952380952381 5:0.04880952380952381 7:0.025 18:0.02023809523809524 3:0.02023809523809524 16:0.015476190476190477 4:0.005952380952380952 14:0.0011904761904761906 15:0.0011904761904761906 17:0.0011904761904761906 19:0.0011904761904761906 0:0.0011904761904761906 8:0.0011904761904761906 9:0.0011904761904761906 10:0.0011904761904761906
AP890623-0244 9:0.5621387283236994 19:0.10549132947976879 5:0.10549132947976879 2:0.07658959537572255 13:0.06502890173410404 18:0.036127167630057806 7:0.01300578034682081 0:0.0072254335260115606 4:0.0072254335260115606 8:0.0072254335260115606 11:0.001445086705202312 12:0.001445086705202312 14:0.001445086705202312 15:0.001445086705202312 16:0.001445086705202312 17:0.001445086705202312 1:0.001445086705202312 3:0.001445086705202312 6:0.001445086705202312 10:0.001445086705202312
AP890624-0030 9:0.4268953068592058 11:0.1272563176895307 15:0.10198555956678701 5:0.08754512635379061 4:0.055054151624548735 18:0.04783393501805054 2:0.033393501805054154 13:0.026173285198555957 17:0.026173285198555957 19:0.01895306859205776 6:0.015342960288808664 1:0.011732851985559567 14:0.008122743682310469 16:0.008122743682310469 12:9.025270758122744E-4 0:9.025270758122744E-4 3:9.025270758122744E-4 7:9.025270758122744E-4 8:9.025270758122744E-4 10:9.025270758122744E-4
AP890625-0075 12:0.32228915662650603 5:0.3142570281124498 1:0.16967871485943775 2:0.04919678714859438 3:0.03313253012048193 4:0.02108433734939759 19:0.01706827309236948 7:0.01706827309236948 17:0.013052208835341365 13:0.009036144578313253 14:0.009036144578313253 18:0.009036144578313253 0:0.0050200803212851405 6:0.0050200803212851405 11:0.001004016064257028 15:0.001004016064257028 16:0.001004016064257028 8:0.001004016064257028 9:0.001004016064257028 10:0.001004016064257028
AP890626-0051 2:0.33405797101449275 19:0.27318840579710146 5:0.10507246376811594 3:0.09347826086956522 16:0.04420289855072464 15:0.041304347826086954 1:0.041304347826086954 8:0.03840579710144928 18:0.006521739130434782 6:0.006521739130434782 13:0.0036231884057971015 14:0.0036231884057971015 4:0.0036231884057971015 11:7.246376811594203E-4 12:7.246376811594203E-4 17:7.246376811594203E-4 0:7.246376811594203E-4 7:7.246376811594203E-4 9:7.246376811594203E-4 10:7.246376811594203E-4
AP890626-0172 17:0.44696969696969696 4:0.15404040404040403 14:0.13383838383838384 2:0.08333333333333333 9:0.06313131313131314 3:0.04292929292929293 16:0.022727272727272728 12:0.012626262626262626 8:0.012626262626262626 11:0.0025252525252525255 13:0.0025252525252525255 15:0.0025252525252525255 18:0.0025252525252525255 19:0.0025252525252525255 0:0.0025252525252525255 1:0.0025252525252525255 5:0.0025252525252525255 6:0.0025252525252525255 7:0.0025252525252525255 10:0.0025252525252525255
AP890626-0282 7:0.286697247706422 5:0.268348623853211 19:0.18577981651376146 1:0.07568807339449542 2:0.07568807339449542 4:0.02981651376146789 15:0.020642201834862386 12:0.011467889908256881 13:0.011467889908256881 17:0.011467889908256881 11:0.0022935779816513763 14:0.0022935779816513763 16:0.0022935779816513763 18:0.0022935779816513763 0:0.0022935779816513763 3:0.0022935779816513763 6:0.0022935779816513763 8:0.0022935779816513763 9:0.0022935779816513763 10:0.0022935779816513763
AP890627-0061 15:0.328804347826087 3:0.27445652173913043 2:0.14402173913043478 18:0.12228260869565218 17:0.04619565217391304 14:0.024456521739130436 0:0.01358695652173913 8:0.01358695652173913 11:0.002717391304347826 12:0.002717391304347826 13:0.002717391304347826 16:0.002717391304347826 19:0.002717391304347826 1:0.002717391304347826 4:0.002717391304347826 5:0.002717391304347826 6:0.002717391304347826 7:0.002717391304347826 9:0.002717391304347826 10:0.002717391304347826
AP890628-0206 0:0.45502901353965186 6:0.10106382978723404 18:0.09719535783365571 11:0.0913926499032882 2:0.08365570599613152 8:0.05657640232108317 9:0.05077369439071567 14:0.021760154738878143 15:0.01402321083172147 3:0.01402321083172147 1:0.006286266924564797 7:0.004352030947775629 12:4.8355899419729207E-4 13:4.8355899419729207E-4 16:4.8355899419729207E-4 17:4.8355899419729207E-4 19:4.8355899419729207E-4 4:4.8355899419729207E-4 5:4.8355899419729207E-4 10:4.8355899419729207E-4
AP890628-0237 13:0.28653444676409184 8:0.22390396659707723 2:0.14665970772442588 1:0.06315240083507306 5:0.05897703549060543 7:0.048538622129436326 15:0.0360125260960334 14:0.031837160751565764 4:0.027661795407098122 0:0.015135699373695199 3:0.015135699373695199 12:0.010960334029227558 11:0.008872651356993737 18:0.008872651356993737 6:0.008872651356993737 16:0.004697286012526096 19:0.0026096033402922755 17:5.219206680584551E-4 9:5.219206680584551E-4 10:5.219206680584551E-4
AP890630-0084 2:0.3013392857142857 17:0.22991071428571427 14:0.22395833333333334 15:0.12276785714285714 10:0.05431547619047619 0:0.021577380952380952 16:0.012648809523809524 18:0.009672619047619048 1:0.009672619047619048 3:0.003720238095238095 8:0.003720238095238095 11:7.44047619047619E-4 12:7.44047619047619E-4 13:7.44047619047619E-4 19:7.44047619047619E-4 4:7.44047619047619E-4 5:7.44047619047619E-4 6:7.44047619047619E-4 7:7.44047619047619E-4 9:7.44047619047619E-4
AP890630-0152 9:0.31149193548387094 15:0.14213709677419356 17:0.12600806451612903 2:0.1219758064516129 8:0.07762096774193548 1:0.0655241935483871 3:0.04939516129032258 5:0.03326612903225806 13:0.021169354838709676 12:0.01310483870967742 18:0.009072580645161291 0:0.009072580645161291 10:0.009072580645161291 16:0.005040322580645161 11:0.0010080645161290322 14:0.0010080645161290322 19:0.0010080645161290322 4:0.0010080645161290322 6:0.0010080645161290322 7:0.0010080645161290322
AP890630-0239 19:0.2353896103896104 5:0.2159090909090909 13:0.1314935064935065 9:0.125 7:0.10551948051948051 2:0.06655844155844155 8:0.04707792207792208 12:0.021103896103896104 15:0.021103896103896104 14:0.008116883116883116 17:0.008116883116883116 11:0.0016233766233766235 16:0.0016233766233766235 18:0.0016233766233766235 0:0.0016233766233766235 1:0.0016233766233766235 3:0.0016233766233766235 4:0.0016233766233766235 6:0.0016233766233766235 10:0.0016233766233766235
AP890630-0278 5:0.502 18:0.15266666666666667 1:0.08066666666666666 2:0.06466666666666666 12:0.038 3:0.038 10:0.022 6:0.019333333333333334 9:0.019333333333333334 7:0.016666666666666666 14:0.014 0:0.014 11:0.008666666666666666 13:0.0033333333333333335 16:0.0033333333333333335 15:6.666666666666666E-4 17:6.666666666666666E-4 19:6.666666666666666E-4 4:6.666666666666666E-4 8:6.666666666666666E-4
AP890701-0079 16:0.5411877394636015 2:0.11973180076628352 15:0.11206896551724138 18:0.04693486590038314 4:0.04693486590038314 17:0.039272030651340994 14:0.020114942528735632 3:0.016283524904214558 8:0.016283524904214558 9:0.012452107279693486 12:0.008620689655172414 6:0.008620689655172414 11:0.004789272030651341 13:9.578544061302681E-4 19:9.578544061302681E-4 0:9.578544061302681E-4 1:9.578544061302681E-4 5:9.578544061302681E-4 7:9.578544061302681E-4 10:9.578544061302681E-4
AP890701-0104 18:0.3178733031674208 13:0.21832579185520362 8:0.1414027149321267 4:0.09615384615384616 2:0.0916289592760181 1:0.02828054298642534 9:0.023755656108597284 15:0.019230769230769232 3:0.014705882352941176 11:0.010180995475113122 6:0.010180995475113122 12:0.005656108597285068 14:0.005656108597285068 17:0.005656108597285068 0:0.005656108597285068 16:0.0011312217194570137 19:0.0011312217194570137 5:0.0011312217194570137 7:0.0011312217194570137 10:0.0011312217194570137
AP890702-0014 18:0.278125 2:0.195625 8:0.115625 9:0.093125 4:0.063125 7:0.055625 3:0.053125 15:0.048125 17:0.040625 5:0.023125 10:0.015625 1:0.008125 16:0.003125 19:0.003125 11:6.25E-4 12:6.25E-4 13:6.25E-4 14:6.25E-4 0:6.25E-4 6:6.25E-4
AP890703-0107 18:0.361 4:0.353 16:0.061 11:0.053 17:0.053 2:0.033 8:0.033 13:0.013 15:0.013 9:0.013 12:0.005 14:0.001 19:0.001 0:0.001 1:0.001 3:0.001 5:0.001 6:0.001 7:0.001 10:0.001
AP890703-0228 6:0.3092105263157895 3:0.2565789473684211 11:0.1162280701754386 4:0.06359649122807018 10:0.06359649122807018 1:0.05482456140350877 16:0.03728070175438596 2:0.03728070175438596 13:0.02850877192982456 0:0.010964912280701754 12:0.0021929824561403508 14:0.0021929824561403508 15:0.0021929824561403508 17:0.0021929824561403508 18:0.0021929824561403508 19:0.0021929824561403508 5:0.0021929824561403508 7:0.0021929824561403508 8:0.0021929824561403508 9:0.0021929824561403508
AP890704-0076 1:0.5416666666666666 2:0.17324561403508773 17:0.08260233918128655 12:0.05043859649122807 9:0.035818713450292396 14:0.03289473684210526 5:0.029970760233918127 3:0.02412280701754386 19:0.012426900584795321 11:0.006578947368421052 18:0.003654970760233918 13:7.309941520467836E-4 15:7.309941520467836E-4 16:7.309941520467836E-4 0:7.309941520467836E-4 4:7.309941520467836E-4 6:7.309941520467836E-4 7:7.309941520467836E-4 8:7.309941520467836E-4 10:7.309941520467836E-4
AP890704-0101 15:0.4991467576791809 17:0.2636518771331058 2:0.10324232081911262 16:0.05546075085324232 14:0.031569965870307165 5:0.017918088737201365 1:0.007679180887372013 19:0.004266211604095563 3:0.004266211604095563 9:0.004266211604095563 11:8.532423208191126E-4 12:8.532423208191126E-4 13:8.532423208191126E-4 18:8.532423208191126E-4 0:8.532423208191126E-4 4:8.532423208191126E-4 6:8.532423208191126E-4 7:8.532423208191126E-4 8:8.532423208191126E-4 10:8.532423208191126E-4
AP890704-0133 9:0.2159090909090909 7:0.14015151515151514 15:0.10984848484848485 1:0.10984848484848485 18:0.0946969696969697 2:0.0946969696969697 19:0.07954545454545454 6:0.03409090909090909 8:0.03409090909090909 16:0.01893939393939394 17:0.01893939393939394 5:0.01893939393939394 11:0.003787878787878788 12:0.003787878787878788 13:0.003787878787878788 14:0.003787878787878788 0:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 10:0.003787878787878788
AP890705-0071 17:0.391839378238342 15:0.2959844559585492 14:0.12759067357512954 2:0.10686528497409327 3:0.029145077720207253 18:0.021373056994818652 4:0.01878238341968912 11:6.476683937823834E-4 12:6.476683937823834E-4 13:6.476683937823834E-4 16:6.476683937823834E-4 19:6.476683937823834E-4 0:6.476683937823834E-4 1:6.476683937823834E-4 5:6.476683937823834E-4 6:6.476683937823834E-4 7:6.476683937823834E-4 8:6.476683937823834E-4 9:6.476683937823834E-4 10:6.476683937823834E-4
AP890705-0111 17:0.4696261682242991 15:0.3294392523364486 2:0.0397196261682243 14:0.030373831775700934 5:0.030373831775700934 11:0.02102803738317757 0:0.02102803738317757 18:0.011682242990654205 4:0.011682242990654205 10:0.011682242990654205 12:0.002336448598130841 13:0.002336448598130841 16:0.002336448598130841 19:0.002336448598130841 1:0.002336448598130841 3:0.002336448598130841 6:0.002336448598130841 7:0.002336448598130841 8:0.002336448598130841 9:0.002336448598130841
AP890705-0115 17:0.4361111111111111 14:0.28055555555555556 15:0.08055555555555556 9:0.06944444444444445 2:0.03611111111111111 1:0.025 19:0.013888888888888888 5:0.013888888888888888 8:0.013888888888888888 11:0.002777777777777778 12:0.002777777777777778 13:0.002777777777777778 16:0.002777777777777778 18:0.002777777777777778 0:0.002777777777777778 3:0.002777777777777778 4:0.002777777777777778 6:0.002777777777777778 7:0.002777777777777778 10:0.002777777777777778
AP890705-0131 17:0.37952646239554316 15:0.282033426183844 2:0.17061281337047354 14:0.10933147632311978 9:0.014623955431754874 8:0.011838440111420613 7:0.009052924791086351 18:0.006267409470752089 4:0.006267409470752089 12:0.003481894150417827 11:6.963788300835655E-4 13:6.963788300835655E-4 16:6.963788300835655E-4 19:6.963788300835655E-4 0:6.963788300835655E-4 1:6.963788300835655E-4 3:6.963788300835655E-4 5:6.963788300835655E-4 6:6.963788300835655E-4 10:6.963788300835655E-4
AP890705-0173 2:0.41356877323420077 5:0.12360594795539033 12:0.07899628252788105 1:0.07156133828996282 10:0.07156133828996282 11:0.06412639405204461 14:0.041821561338289966 18:0.02695167286245353 8:0.02695167286245353 19:0.023234200743494422 16:0.015799256505576207 4:0.012081784386617101 0:0.008364312267657992 9:0.008364312267657992 17:0.004646840148698885 3:0.004646840148698885 13:9.293680297397769E-4 15:9.293680297397769E-4 6:9.293680297397769E-4 7:9.293680297397769E-4
AP890705-0185 11:0.2921940928270042 2:0.2542194092827004 19:0.08966244725738397 10:0.07278481012658228 0:0.06434599156118144 7:0.06434599156118144 3:0.039029535864978905 4:0.039029535864978905 13:0.03481012658227848 1:0.03059071729957806 18:0.005274261603375527 9:0.005274261603375527 12:0.0010548523206751054 14:0.0010548523206751054 15:0.0010548523206751054 16:0.0010548523206751054 17:0.0010548523206751054 5:0.0010548523206751054 6:0.0010548523206751054 8:0.0010548523206751054
AP890705-0209 14:0.27479338842975204 15:0.15082644628099173 4:0.15082644628099173 2:0.11776859504132231 5:0.09297520661157024 16:0.07644628099173553 8:0.05991735537190083 18:0.026859504132231406 6:0.01859504132231405 19:0.010330578512396695 11:0.002066115702479339 12:0.002066115702479339 13:0.002066115702479339 17:0.002066115702479339 0:0.002066115702479339 1:0.002066115702479339 3:0.002066115702479339 7:0.002066115702479339 9:0.002066115702479339 10:0.002066115702479339
AP890706-0090 17:0.39127218934911245 2:0.27588757396449703 9:0.1338757396449704 11:0.059911242603550297 7:0.030325443786982247 14:0.027366863905325445 0:0.02440828402366864 12:0.01849112426035503 16:0.009615384615384616 10:0.009615384615384616 5:0.006656804733727811 3:0.0036982248520710057 8:0.0036982248520710057 13:7.396449704142012E-4 15:7.396449704142012E-4 18:7.396449704142012E-4 19:7.396449704142012E-4 1:7.396449704142012E-4 4:7.396449704142012E-4 6:7.396449704142012E-4
AP890706-0144 17:0.5640703517587939 9:0.12688442211055276 15:0.07160804020100503 4:0.06155778894472362 1:0.056532663316582916 2:0.056532663316582916 18:0.026381909547738693 12:0.011306532663316583 14:0.00628140703517588 3:0.00628140703517588 11:0.001256281407035176 13:0.001256281407035176 16:0.001256281407035176 19:0.001256281407035176 0:0.001256281407035176 5:0.001256281407035176 6:0.001256281407035176 7:0.001256281407035176 8:0.001256281407035176 10:0.001256281407035176
AP890706-0171 6:0.6191176470588236 9:0.13676470588235295 2:0.08970588235294118 5:0.030882352941176472 3:0.025 0:0.01911764705882353 11:0.013235294117647059 12:0.013235294117647059 13:0.013235294117647059 1:0.013235294117647059 16:0.007352941176470588 18:0.007352941176470588 14:0.0014705882352941176 15:0.0014705882352941176 17:0.0014705882352941176 19:0.0014705882352941176 4:0.0014705882352941176 7:0.0014705882352941176 8:0.0014705882352941176 10:0.0014705882352941176
